language,Audio_transcript,File,Cohort,Sub_Cohort,Duration_mins,Duration_Cat,Gender_Type,Region,Age_Group,Overlap,Gap,Conv_Density,S1_State,S2_State,Total_Gap_s,Total_Overlap_s,provider,model,num_segments,real_time_factor,processing_time_s,WER,CER,MER,WIL,WIP,S,S_%,D,D_%,I,I_%,lwWER,toWER,OIWER,script_penalty,SemanticSim,LevenshteinSim,PIER,CS_Recall,CS_Precision,CS_F1
assamese,1Prj6oaQlUbjd1-ZIO7p3Tdjv0OyCqKUn,Assamese_65_2722,Assamese,All,20.53,Long (15-30 min),Unknown,Unknown,Unknown,No Overlap,Low (1-5s),Monologue-like,,,1,0,elevenlabs,scribe_v2,11,0.19x,228.004,0.00080,0.0005,0.0008,0.0012,0.9988,2,0,0,0,2,0,0.0008,0.0008,0.0008,0,0.9992,0.9995,0,1,1,1
gujarati,1frcWm7u-O1iZWrvnxmEpDWlbZ6QeEsIy,Gujarati_336_2239,Gujarati,All,22.65,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Gujarat,Gujarat,12,0,sarvam_v2,saarika:v2.5,175,n/a,0,0.04150,0.0206,0.0413,0.0666,0.9334,168,2.6,70,1.1,30,0.5,0.0416,0.0415,0.0416,-0.0001,0.9896,0.9794,0,1,0,0
nepali,1-k3C5iPRbsgJmBXtAnlM50xIlkCenYQR,Nepali_164_1847,Nepali,All,18.78,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,Nepal,Nepal,5,0,gemini_flash,gemini-2.5-flash,258,0.11x,111.094,0.04140,0.0252,0.041,0.0615,0.9385,121,2.1,55,1,62,1.1,0.0425,0.0414,0.0437,-0.0011,0.8391,0.9748,0.0721,0.9085,0.9456,0.9267
nepali,11pbGLen-NnCnSxGT0Gf64A-D6okPOTK8,Nepali_317_1800,Nepali,All,18,Long (15-30 min),Mixed Gender,Cross State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Sikkim,West Bengal,9,0,elevenlabs,scribe_v2,117,0.14x,135.332,0.04130,0.0262,0.0408,0.0605,0.9395,106,2,38,0.7,72,1.4,0.0407,0.0413,0.0411,0.0007,0.9962,0.9738,0.1244,0.9189,0.9358,0.9273
telugu,115FSi8Gx2z9rjGD7tQnSvmCPYKp-wkcg,Telugu_271_1305,Telugu,All,13.08,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Andhra Pradesh,Andhra Pradesh,8,0,elevenlabs,scribe_v2,101,0.12x,96.112,0.04130,0.0225,0.0411,0.064,0.936,83,2.3,46,1.3,17,0.5,0.0416,0.0413,0.042,-0.0003,1,0.9775,0.0381,0.9769,0.9621,0.9695
telugu,1KwFPmrxrVr3mSoOWwdNJMhF-o293RxVk,Telugu_398_1140,Telugu,All,11.67,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,Andhra Pradesh,Andhra Pradesh,5,0,gemini_pro,gemini-2.5-pro,149,0.17x,122.089,0.04110,0.0244,0.0409,0.063,0.937,74,2.3,44,1.3,16,0.5,0.0411,0.0411,0.0445,0,0.9494,0.9756,0.0323,0.9719,0.9665,0.9692
malayalam,1wwzeBSiULwcC0lAtp7nMLgXm5dyRNgNY,Malyalam_191_1709,Malayalam,All,17.15,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Low (1-5s),Monologue-like,Kerala,Kerala,1,0,elevenlabs,scribe_v2,15,0.16x,160.492,0.04040,0.0206,0.0401,0.0625,0.9375,138,2.3,52,0.9,51,0.9,0.0405,0.0404,0.0408,-0.0001,0.9708,0.9794,0.0363,0.9572,0.9179,0.9372
assamese,1ZBkGg7WGjuDL2jMHPMUTBjBic9kcD-2r,Assamese_10_4422,Assamese,All,22.18,Long (15-30 min),Unknown,Unknown,Unknown,No Overlap,Medium (5-20s),Monologue-like,,,12,0,sarvam_v3,saaras:v3,98,n/a,0,0.04030,0.0204,0.0399,0.0662,0.9338,145,2.7,25,0.5,45,0.8,0.0497,0.03,0.0485,-0.0094,0.999,0.9797,0,1,1,1
marathi,1XZwvl7Oe11kwMDFk-PZo1crPmbGu2Txt,MARATHI_378_1500,Marathi,All,15,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Maharashtra,Maharashtra,8,0,gemini_pro,gemini-2.5-pro,156,0.20x,183.495,0.04020,0.0202,0.04,0.0591,0.9409,92,2,65,1.4,32,0.7,0.0405,0.0402,0.0398,-0.0002,0.9973,0.9798,0,1,0,0
gujarati,152uAJwLzQ5D0qXoOlPzZkoarAHv8LjEN,Gujarati_316_1705,Gujarati,All,17.08,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,Gujarat,Gujarat,4,0,soniox,stt-async-v4,55,0.15x,152.922,0.04000,0.0202,0.0396,0.0659,0.9341,141,2.7,18,0.3,48,0.9,0.0408,0.04,0.041,-0.0009,0.5925,0.9798,0.8462,0.1,1,0.1818
Spoken Tamil,1cogTeDetnUYHCB5OtveKyGmzHxprmIWj,Tamil_86_1725,Spoken Tamil,All,17.42,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Tamil Nadu,Tamil Nadu,6,0,elevenlabs,scribe_v2,76,0.13x,135.129,0.04000,0.0251,0.0397,0.0552,0.9448,99,1.6,106,1.7,47,0.7,0.0401,0.04,0.0399,-0.0001,0.8544,0.9749,0.048,0.9724,0.9906,0.9814
urdu,1noJlU_uz1GldggqlWs7OyMQgCOG4NBnG,Urdu_213_1920,Urdu,All,19.33,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Karnataka,Karnataka,14,0,soniox,stt-async-v4,76,0.22x,232.334,0.04000,0.0326,0.0399,0.0729,0.9271,132,3.4,6,0.2,16,0.4,0.04,0.04,0.0408,0,0.9451,0.9674,1,0,1,0
gujarati,1fNH2jj_nQ5HdpwUKIThcLjHbfrMR23ER,Gujarati_311_1731,Gujarati,All,17.52,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Gujarat,Gujarat,9,0,sarvam_v2,saarika:v2.5,122,n/a,0,0.03990,0.0196,0.0397,0.0628,0.9372,122,2.4,53,1,30,0.6,0.0422,0.0399,0.0423,-0.0023,0.9998,0.9804,0,1,0,0
urdu,1BZZ6yfmQgP_I84TnRHpzLbyg22LKhqF_,Urdu_201_2049,Urdu,All,20.82,Long (15-30 min),Mixed Gender,Cross State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Karnataka,Madhya Pradesh,11,0,soniox,stt-async-v4,49,0.23x,259.136,0.03980,0.0311,0.0396,0.0725,0.9275,145,3.4,7,0.2,17,0.4,0.0398,0.0398,0.0402,0,0.9503,0.9689,1,0,1,0
nepali,1EcUYt5dKIEDs7DcICDFXgo0doZOzMPxJ,Nepali_153_1908,Nepali,All,19.13,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Nepal,Nepal,7,0,gemini_pro,gemini-2.5-pro,280,0.17x,173.821,0.03960,0.0228,0.0392,0.0605,0.9395,123,2.2,40,0.7,59,1.1,0.0403,0.0396,0.0415,-0.0007,0.9992,0.9772,0.0623,0.9255,0.9613,0.943
Indian Bengali,10foYhbHEG_keQH7T3fJTz9PZEMpWugbG,Bengali (Kolkata)_300_0823,Bengali,All,8.38,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,West Bengal,West Bengal,4,0,gemini_pro,gemini-2.5-pro,89,0.24x,109.885,0.03950,0.0244,0.039,0.0577,0.9423,47,1.9,16,0.7,33,1.4,0.0448,0.0395,0.0459,-0.0053,0.9295,0.9756,0.1156,0.8598,0.9684,0.9109
gujarati,1LmG4pttC9CgJf8arazbszVsVtElSzcSZ,Guharati_412_1903,Gujarati,All,19.05,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Gujarat,Gujarat,13,0,soniox,stt-async-v4,170,0.17x,189.285,0.03940,0.0172,0.039,0.0615,0.9385,125,2.3,42,0.8,46,0.9,0.0394,0.0394,0.0395,-0.0001,0.9988,0.9828,0,1,1,1
Indian Bengali,1apmTGW23ApEIm_2BGnyHXOES0XjrrTRg,Bengali (Kolkata)_110_1550,Bengali,All,15.83,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,West Bengal,West Bengal,7,0,gemini_flash,gemini-2.5-flash,246,0.16x,147.441,0.03930,0.0273,0.0387,0.0577,0.9423,94,2,28,0.6,67,1.4,0.0403,0.0393,0.041,-0.0011,0.9997,0.9727,0.9643,0.0476,1,0.0909
gujarati,1yBQk2FRxEALWWctYgaVFMhVGDB2Lxc3_,Gujarati_411_1851,Gujarati,All,18.85,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Gujarat,Gujarat,9,0,sarvam_v3,saaras:v3,108,n/a,0,0.03930,0.0207,0.0391,0.0621,0.9379,127,2.4,57,1.1,28,0.5,0.0393,0.0393,0.0394,0,0.9533,0.9793,0,1,0,0
telugu,1aKVG0NAhXWyPJVp736aI9eXCMoi05jCR,Telugu_512_1157,Telugu,All,11.95,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Telangana,Telangana,10,0,elevenlabs,scribe_v2,141,0.12x,85.307,0.03920,0.0139,0.0391,0.0609,0.9391,76,2.2,50,1.5,7,0.2,0.0392,0.0392,0.0214,0,1,0.9861,0.0231,0.9834,0.9622,0.9727
gujarati,1frcWm7u-O1iZWrvnxmEpDWlbZ6QeEsIy,Gujarati_336_2239,Gujarati,All,22.65,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Gujarat,Gujarat,12,0,sarvam_v3,saaras:v3,176,n/a,0,0.03890,0.0179,0.0387,0.0632,0.9368,163,2.5,58,0.9,30,0.5,0.0394,0.0389,0.0393,-0.0006,0.7937,0.9821,0,1,1,1
kannada,1t5BkmA9MIyy2fr9r6Vh6MBlXBRUoGUJj,Kannada_142_1651,Kannada,All,16.85,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Karnataka,Karnataka,14,0,elevenlabs,scribe_v2,163,0.12x,122.848,0.03880,0.0199,0.0385,0.0581,0.9419,90,2,47,1,37,0.8,0.0388,0.0388,0.0436,0,0.9979,0.9802,0.0081,0.9964,0.9821,0.9892
Indian Bengali,1apmTGW23ApEIm_2BGnyHXOES0XjrrTRg,Bengali (Kolkata)_110_1550,Bengali,All,15.83,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,West Bengal,West Bengal,7,0,sarvam_v2,saarika:v2.5,114,n/a,0,0.03860,0.0278,0.0381,0.0558,0.9442,88,1.8,26,0.5,72,1.5,0.0425,0.0386,0.0436,-0.0038,0.9993,0.9722,1,0,1,0
punjabi,1CAMbGRhv6n5ebF8b4bqbH60V8KxFkYmg,Punjabi_312_1506,Punjabi,All,15.1,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Punjab,Punjab,6,0,elevenlabs,scribe_v2,90,0.17x,154.796,0.03850,0.0259,0.0383,0.0609,0.9391,105,2.3,45,1,24,0.5,0.0384,0.0385,0.04,0.0001,0.997,0.9742,0.013,1,0.9035,0.9493
Indian Bengali,1fBVUb1dCtRN3bmIt1b8kzEmGdbfXmryj,Bengali (Kolkata)_108_1933,Bengali,All,19.55,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Medium (5-20s),Rapid Exchange,West Bengal,West Bengal,10,0,soniox,stt-async-v4,166,0.16x,183.023,0.03840,0.0299,0.0377,0.0537,0.9463,99,1.7,15,0.3,116,1.9,0.0412,0.0384,0.0421,-0.0028,0.9922,0.9701,1,0,1,0
nepali,1-SHtlemcF7PqMP1MAD0OhzNWy-MXWzxy,Nepali_77_1646,Nepali,All,16.77,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Nepal,Nepal,7,0,gemini_pro,gemini-2.5-pro,125,0.24x,238.852,0.03840,0.0223,0.038,0.058,0.942,96,2,39,0.8,45,1,0.0393,0.0384,0.0379,-0.0009,0.9968,0.9778,0.0529,0.9676,0.9289,0.9478
gujarati,1yBQk2FRxEALWWctYgaVFMhVGDB2Lxc3_,Gujarati_411_1851,Gujarati,All,18.85,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Gujarat,Gujarat,9,0,soniox,stt-async-v4,85,0.12x,136.207,0.03800,0.0181,0.0378,0.0613,0.9387,130,2.4,45,0.8,30,0.6,0.038,0.038,0.0381,0,0.9543,0.9819,0,1,0,0
marathi,1XZwvl7Oe11kwMDFk-PZo1crPmbGu2Txt,MARATHI_378_1500,Marathi,All,15,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Maharashtra,Maharashtra,8,0,soniox,stt-async-v4,112,0.12x,111.914,0.03770,0.0188,0.0374,0.0561,0.9439,90,1.9,54,1.1,33,0.7,0.0377,0.0377,0.0377,0,0.9929,0.9812,0,1,1,1
nepali,12uoznKuq0wP0eRDhYCvg4SghNPUyfCQT,Nepali_401_2128,Nepali,All,21.47,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,High (>20s),Rapid Exchange,West Bengal,West Bengal,28,0,elevenlabs,scribe_v2,176,0.12x,140.973,0.03730,0.0253,0.0373,0.0531,0.9469,94,1.6,111,1.9,13,0.2,0.0374,0.0373,0.0399,0,0.9992,0.9747,0.0075,0.992,0.9148,0.9518
Spoken Hindi,1kj-s_3uWnFWCRadlOzEMm93hPiwM6RcD,Hinglish_902_2630,Spoken Hindi,All,26.5,Long (15-30 min),Mixed Gender,Cross State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Uttar Pradesh,Haryana,19,0,gemini_pro,gemini-2.5-pro,192,0.16x,220.919,0.03720,0.0237,0.037,0.0562,0.9438,132,2,68,1,49,0.7,0.0345,0.0372,0.0362,0.0028,0.8378,0.9763,0.0562,0.9777,0.9722,0.9749
chattishgarhi,1VuChHMX1AhHc9mBF8jdmZAeNFty73GKm,Chhattisgarhi_67_2000,Chattishgarhi,All,15,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Chhattisgarh,Chhattisgarh,17,0,elevenlabs,scribe_v2,163,0.08x,70.194,0.03690,0.0235,0.0367,0.0557,0.9443,67,1.9,43,1.2,18,0.5,0.0369,0.0369,0.0369,0,0.9968,0.9765,0,1,0.9412,0.9697
Indian Bengali,1apmTGW23ApEIm_2BGnyHXOES0XjrrTRg,Bengali (Kolkata)_110_1550,Bengali,All,15.83,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,West Bengal,West Bengal,7,0,gemini_pro,gemini-2.5-pro,106,0.18x,171.677,0.03680,0.0282,0.0366,0.0549,0.9451,90,1.9,60,1.2,27,0.6,0.0389,0.0368,0.0388,-0.0021,0.9945,0.9718,0.3214,0.6667,0.4667,0.549
Indian Bengali,14zi34rUC6hNbklT1D6IgWyuFkvdIrQH9,Bengali (Non Kolkata)_384_1800,Bengali (Non Kolkata),All,13.5,Medium (5-15 min),Same Gender,Same State,Same Age Group,No Overlap,High (>20s),Rapid Exchange,West Bengal,West Bengal,90,0,elevenlabs,scribe_v2,161,0.05x,43.045,0.28240,0.208,0.2765,0.3676,0.6324,353,10.3,540,15.8,73,2.1,0.2914,0.2824,0.2913,-0.009,0.9997,0.792,0,1,0,0
gujarati,1fNH2jj_nQ5HdpwUKIThcLjHbfrMR23ER,Gujarati_311_1731,Gujarati,All,17.52,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Gujarat,Gujarat,9,0,soniox,stt-async-v4,116,0.16x,169.723,0.03660,0.0161,0.0364,0.0591,0.9409,120,2.3,41,0.8,27,0.5,0.0399,0.0366,0.04,-0.0033,0.9981,0.9839,0,1,1,1
punjabi,1cE9VVOMqQarw-ELxX7phRYsEC38D4RTw,Punjabi_343_1635,Punjabi,All,16.58,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Punjab,Punjab,10,0,elevenlabs,scribe_v2,101,0.15x,147.04,0.03660,0.0263,0.0363,0.0547,0.9453,88,1.9,53,1.1,31,0.7,0.0368,0.0366,0.0394,-0.0003,0.9158,0.9737,0.0154,0.9844,0.9403,0.9618
assamese,1Prj6oaQlUbjd1-ZIO7p3Tdjv0OyCqKUn,Assamese_65_2722,Assamese,All,20.53,Long (15-30 min),Unknown,Unknown,Unknown,No Overlap,Low (1-5s),Monologue-like,,,1,0,sarvam_v3,saaras:v3,87,n/a,0,0.03630,0.0218,0.0361,0.0539,0.9461,94,1.8,70,1.4,24,0.5,0.0446,0.0299,0.0438,-0.0083,0.9568,0.9782,0,1,1,1
Spoken Tamil,1WK_7jeHPFMhVNZxgZIApNs6KNFevUQe1,Tamilish_325_1452,Spoken Tamil,All,14.87,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Tamil Nadu,Tamil Nadu,8,0,elevenlabs,scribe_v2,99,0.16x,136.974,0.03630,0.0209,0.0359,0.0507,0.9493,75,1.5,46,0.9,59,1.2,0.037,0.0363,0.0345,-0.0007,0.9907,0.9791,0.0211,0.9823,0.9858,0.984
bhojpuri,19C-KTSD1oeS-dRRp-f_mxd-ExV3Y1JSx,Bhojpuri_39_2502,Bhojpuri,All,25.03,Long (15-30 min),Same Gender,Same State,Mixed Age Group,Has Overlap,Medium (5-20s),Rapid Exchange,Bihar,Bihar,18,1,elevenlabs,scribe_v2,304,0.11x,170.745,0.03620,0.0216,0.0359,0.053,0.947,104,1.8,57,1,53,0.9,0.0358,0.0362,0.0382,0.0003,1,0.9784,0.0193,0.9748,0.9873,0.981
Indian Bengali,1apmTGW23ApEIm_2BGnyHXOES0XjrrTRg,Bengali (Kolkata)_110_1550,Bengali,All,15.83,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,West Bengal,West Bengal,7,0,sarvam_v3,saaras:v3,114,n/a,0,0.03610,0.0272,0.0357,0.0528,0.9472,85,1.8,24,0.5,65,1.4,0.0391,0.0361,0.0399,-0.0029,0.9999,0.9728,1,0,0,0
gujarati,1fNH2jj_nQ5HdpwUKIThcLjHbfrMR23ER,Gujarati_311_1731,Gujarati,All,17.52,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Gujarat,Gujarat,9,0,sarvam_v3,saaras:v3,123,n/a,0,0.03600,0.0172,0.0358,0.0571,0.9429,112,2.2,49,1,24,0.5,0.0375,0.036,0.0376,-0.0015,0.9737,0.9828,0,1,1,1
Indian Bengali,16v6zY5TIhoLJ4t2FHnTtoaGO1kJ8Doxg,Bengali (Kolkata)_298_1835,Bengali,All,18.58,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Medium (5-20s),Rapid Exchange,West Bengal,West Bengal,11,0,gemini_pro,gemini-2.5-pro,165,0.27x,269.992,0.03580,0.0193,0.0356,0.0543,0.9457,100,1.9,45,0.9,42,0.8,0.0401,0.0355,0.0376,-0.0043,0.9742,0.9808,0.0299,0.9598,0.9409,0.9502
nepali,15uC2ugAP5meUPpGLY7TbiDS1416iTl57,Nepali_219_1537,Nepali,All,15.62,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Nepal,Nepal,16,0,elevenlabs,scribe_v2,177,0.18x,155.926,0.03560,0.0207,0.0353,0.0549,0.9451,90,2,37,0.8,32,0.7,0.0356,0.0356,0.0365,0,0.9985,0.9793,0.0333,0.954,0.9595,0.9568
Spoken Hindi,13mLWd-jRcR7liJPx2xMBgK4NLP5IwzcL,Hinglish_391_2908,Spoken Hindi,All,29.13,Long (15-30 min),Same Gender,Cross State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,Chandigarh,Rajasthan,4,0,gemini_pro,gemini-2.5-pro,108,0.14x,221.431,0.03540,0.017,0.0351,0.0592,0.9408,182,2.5,26,0.4,52,0.7,0.0347,0.0354,0.0388,0.0007,0.9104,0.983,0.0213,0.9795,0.9765,0.978
gujarati,1frcWm7u-O1iZWrvnxmEpDWlbZ6QeEsIy,Gujarati_336_2239,Gujarati,All,22.65,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Gujarat,Gujarat,12,0,soniox,stt-async-v4,170,0.14x,191.634,0.03520,0.0165,0.035,0.0576,0.9424,150,2.3,50,0.8,27,0.4,0.0352,0.0352,0.0353,-0.0001,0.7902,0.9835,0,1,1,1
bhojpuri,1T1V3UxFOEAm5yyXMEgQYa_YXLpkDO-7f,Bhojpuri_21_2508,Bhojpuri,All,25.13,Long (15-30 min),Same Gender,Cross State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Bihar,UP,7,0,elevenlabs,scribe_v2,91,0.12x,183.276,0.03500,0.0191,0.0348,0.0529,0.9471,115,1.9,59,1,43,0.7,0.035,0.035,0.0365,0,1,0.9809,0.0118,0.9846,0.9771,0.9808
malayalam,1lzIuI4g5sgmjaAVcAFw1t0734UAtrIdM,Malyalam_316_3140,Malayalam,All,31.67,Very Long (>30 min),Same Gender,Same State,Unknown,No Overlap,Low (1-5s),Monologue-like,Kerala,Kerala,5,0,elevenlabs,scribe_v2,60,0.14x,261.309,0.03480,0.0181,0.0346,0.0569,0.9431,253,2.3,49,0.4,81,0.7,0.0349,0.0348,0.0353,-0.0001,0.9997,0.9819,0.0475,0.9668,0.9714,0.9691
punjabi,17NCQUlzAxi4wjncPG-o0G96zkSMsHeLq,Punjabi_230_1614,Punjabi,All,16.23,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Punjab,Punjab,9,0,elevenlabs,scribe_v2,122,0.15x,149.619,0.03480,0.0208,0.0346,0.0526,0.9474,84,1.8,55,1.2,20,0.4,0.0349,0.0348,0.0356,-0.0001,0.9991,0.9792,0.0413,0.9771,0.9552,0.966
odia,1GGeTg76zZywqbEyZ5e-34eusJKULNhSZ,Odia_79_1618,Odia,All,16.3,Long (15-30 min),Mixed Gender,Same State,Mixed Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Odisha,Odisha,10,0,elevenlabs,scribe_v2,107,0.15x,145.217,0.03450,0.0217,0.0341,0.0491,0.9509,62,1.5,31,0.8,46,1.1,0.0445,0.0345,0.0502,-0.01,0.9964,0.9783,0.0234,0.9762,0.9965,0.9863
assamese,1VtTx8jWgWq9JC8znWmXfOmdkXCG4RZ4H,Assamese_9_4128,Assamese,All,20.73,Long (15-30 min),Unknown,Unknown,Unknown,No Overlap,Low (1-5s),Monologue-like,,,3,0,gemini_flash,gemini-2.5-flash,348,0.15x,188.828,0.03430,0.018,0.0342,0.0563,0.9437,114,2.3,35,0.7,23,0.5,0.0368,0.0295,0.0369,-0.0025,0.9999,0.982,0,1,1,1
nepali,1xbRzpkNzFz2bOmjOdN1evDokUqLVwm6D,Nepali_361_1731,Nepali,All,17.52,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Sikkim,Sikkim,14,0,elevenlabs,scribe_v2,179,0.14x,132.351,0.03420,0.019,0.034,0.0522,0.9478,94,1.9,46,0.9,33,0.7,0.036,0.0342,0.0353,-0.0018,0.9995,0.981,0.0439,0.9612,0.9118,0.9358
punjabi,1pZXoFMWambVimiXBYR7ASFvVNyVqpNmc,Punjabi_56_2022,Punjabi,All,20.37,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Punjab,Punjab,12,0,elevenlabs,scribe_v2,106,0.15x,181.374,0.03420,0.0222,0.0339,0.0505,0.9495,101,1.7,50,0.8,53,0.9,0.0353,0.0342,0.0375,-0.001,0.9946,0.9778,0.0261,0.976,0.9854,0.9807
Spoken Tamil,1TQNuq6tQw6vfErNpM9S_PfqFWrcx1KzQ,Tamil_306_1710,Spoken Tamil,All,17.17,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,Tamil Nadu,Tamil Nadu,5,0,elevenlabs,scribe_v2,37,0.12x,128.633,0.03420,0.0236,0.0339,0.0486,0.9514,106,1.5,73,1,63,0.9,0.0344,0.0342,0.0347,-0.0002,0.9992,0.9764,0.1143,0.9231,0.9863,0.9536
nepali,1k_QMejURVLFucc7OnDNWfN6IZIdTXHW5,Nepali_105_2546,Nepali,All,25.77,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Balanced Dialogue,Nepal,Nepal,7,0,elevenlabs,scribe_v2,61,0.17x,234.342,0.03410,0.0185,0.0339,0.0526,0.9474,138,1.9,57,0.8,51,0.7,0.0339,0.0341,0.0346,0.0002,0.9893,0.9815,0.0348,0.962,0.9592,0.9606
malayalam,1A4yCOaTfyM61M4yntc0A5hOYlrIAi7T9,Malyalam_210_1203,Malayalam,All,12.05,Medium (5-15 min),Mixed Gender,Same State,Same Age Group,No Overlap,Low (1-5s),Balanced Dialogue,Kerala,Kerala,3,0,elevenlabs,scribe_v2,43,0.16x,114.12,0.03330,0.0155,0.0332,0.0534,0.9466,81,2.1,38,1,11,0.3,0.0334,0.0333,0.0337,-0.0001,0.9888,0.9845,0.0437,0.9439,0.9712,0.9573
Spoken Hindi,1r92AWQHlZqP_dqrBKNOiiHiVi40dpxVk,Hinglish_790_1625,Spoken Hindi,All,16.42,Long (15-30 min),Same Gender,Cross State,Mixed Age Group,No Overlap,Medium (5-20s),Rapid Exchange,Chandigarh,Chhattisgarh,14,0,gemini_pro,gemini-2.5-pro,145,0.22x,198.496,0.03320,0.0162,0.0331,0.0566,0.9434,116,2.4,30,0.6,14,0.3,0.0333,0.0332,0.0347,0,0.992,0.9838,0.0367,0.977,0.9714,0.9742
Indian Bengali,1A52iiLMQOotFX8RXcHBg9meXOGnsCkz2,Bengali (Non Kolkata)_309_2120,Bengali (Non Kolkata),All,16,Long (15-30 min),Same Gender,Same State,Mixed Age Group,No Overlap,High (>20s),Rapid Exchange,West Bengal,West Bengal,85,0,elevenlabs,scribe_v2,353,0.06x,56.038,0.27740,0.2175,0.2711,0.3743,0.6257,538,12,603,13.4,103,2.3,0.2836,0.2774,0.2867,-0.0063,0.9493,0.7825,0,1,0,0
Indian Bengali,1rnsRVnrAc56ZPO3Bo64jySCeHdQqHwfh,Bengali (Kolkata)_136_1636,Bengali,All,16.6,Long (15-30 min),Mixed Gender,Same State,Same Age Group,No Overlap,Medium (5-20s),Rapid Exchange,West Bengal,West Bengal,10,0,gemini_pro,gemini-2.5-pro,203,0.20x,198.982,0.03300,0.0159,0.0328,0.0497,0.9503,78,1.7,40,0.9,31,0.7,0.0349,0.033,0.032,-0.0019,0.9742,0.9841,0.0253,0.9755,0.9715,0.9735
